1,0,0,1,1,1,1,1,1,0,0,0,0,1,0.997769724,0.9980485085,0.999442431,0.9902425425,0.9908001115,0,0,0,0.9908001115,0.7984388068,0.8681349317
0,0,0,1,1,1,0,1,1,0,0,0.9931972789,1,1,0,0.3197278912,0.3197278912,0.3197278912,0.3197278912,0.5034013605,0.3197278912,1,0.5918367347,0,0
0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.439910251
1,1,0,1,1,0.2493670886,0.9518987342,1,1,0,0,0,0,1,0,0.8215189873,0,0,0.8075949367,0,0.7898734177,0.2392405063,0.3569620253,0,0
1,0,0,1,1,0,0,1,1,0.976109215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0.9090909091,0.8545454545,0.9454545455,0,0.6272727273,0.9545454545,0.9818181818,0,0,0.4363636364,0,0.9818181818,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0.6554707379,0,0.2268447837,1,0,0.6554707379,0,0,0,1,0.9954198473,0,0.6554707379,1,0.9998727735,0.0007633588,0.9986005089,1,0,0.8344783715,0.3297709924
0,0,0.0064553991,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0.992370892,1,0.551056338,1,1,1,1,0
1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0.3305084746,0.3262711864,0.3262711864,0.3262711864,0,0.2881355932,0,0,0,0
1,0,0,0,1,0,0.3405405405,1,0,0,0.3351351351,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.9795321637,1,0,0,0.9736842105,0.9795321637,0,1,0.7953216374,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1775510204
0,0,0,1,1,0,1,1,0.9984227129,0,0.0031545741,0,0,1,0,0,0,0,0,0.0031545741,0.0031545741,0,0.0031545741,0.0031545741,0
0,0,1,1,1,0.5485996705,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.9981773998,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0.9951397327,1,1,1,0,1,1,1,0
1,0.0007558579,0,1,1,0,0,1,1,0,0.4417989418,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,1,0,0.8533333333,0.8533333333,0.9933333333,1,0.8533333333,0,0,0,0,0,0,0,0,0,0.73
1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1
0,0,0,1,1,1,0.9946808511,1,1,0,0.8936170213,0,0,0.0053191489,0,0.9946808511,0.8936170213,0.9946808511,0.9946808511,0,0,1,0,0,0.0053191489
0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0.8230769231
0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.156626506
1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0.9997700621,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7643136353
1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.8601092896,0,1,1,1,0,1,1,0,0.9027322404,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0.9515151515,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0.9962546816,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,1,1,0,0.3962264151,0,1,1,0,1,1,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,1,1,0,0.8302990897,0.1508452536,1,1,1,0,0.9973992198,0.8283485046,0,0.833550065,0.8283485046,0.9973992198,1,1,1
0,0,0,0.9983686786,0.9983686786,0,0,0.9983686786,0.9983686786,0,0,0,0.9641109299,0,0,0,0,0,0,0,0,0,0,0,0.9983686786
0,0,0,1,1,0,1,1,1,0,1,0,0,1,0.4211971444,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0.5575757576,1,1,0,0,0.5636363636,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0.9996089167,0.1306218224,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0.0926867423,0,0,0,0
1,0,0,1,1,1,0.0150637312,1,1,0,1,0.0092699884,0,1,0.0081112399,0.0081112399,0.0081112399,0,0.0069524913,0,0.0081112399,0,0.0081112399,0,0
0.9977116705,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5140186916
0,0,0,1,1,0,0,1,1,0,1,0,0.0956937799,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0.7531847134,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
1,0,0,1,1,1,0.9962476548,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1
1,0,0,1,0.0876085241,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7854984894,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0.8987341772
1,0,1,0.2983725136,1,0,0,1,1,0.4837251356,0.3056057866,0,0,0,0.7287522604,0.6636528029,0.6962025316,0,0,0,0.1980108499,0,0,0,0.5795660036
0,0,0,1,1,1,0,1,1,0,0.9909228442,0,0,1,0,1,1,1,1,0,1,1,1,1,0.7892082703
0.0052910053,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0.3015873016,0,0,0,0,0
1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,1,0,1,1,0,0.9812154696,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.1108312343,0,0,1,1,0,0,1,1,0,0,0,0,1,0.0554156171,0.0554156171,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,1,0,1,0,0,1,0.8145463511,0,0,0,0,0,0,0,0,0,0
0.9982285208,0,1,0,0.9982285208,0.3525243578,0.9982285208,0.9982285208,0.9982285208,0,0.9982285208,0,0,0.9982285208,0.6386182462,0.9982285208,0,0,0,0,0,0,0,0,0.9982285208
1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,1,0.9987752603,1,1,1,1,0,0,1,0.895284752,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,1,1,1,0,1,0.9969135802,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0.8879310345,0.8879310345,0.8879310345,0.8879310345,0,0.8620689655,0,0,0,0
1,0,0,1,1,1,1,1,1,0,0.9984,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0.9746915533,0.2853527365,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0.9915364583,0.9915364583,0,0,0.9915364583,0.9915364583,0,0.9915364583,0,0.2682291667,0.9915364583,0,0,0,0,0,0,0,0,0,0,0
